주민등록번호,이름,세대주관계,세대원1,세대원1관계,세대원2,세대원2관계,세대원3,세대원3관계
900717-2797465,강서현,본인,박윤율,배우자,윤윤영,자녀,,
960117-3154401,임영수,본인,임지혁,배우자,임하우,자녀,박정연,자녀
950705-1789889,한준우,본인,,,,,,
700513-6044425,임하우,본인,정서율,배우자,,,,
621126-6460431,강준윤,본인,,,,,,
930208-3484050,송태아,본인,임민윤,배우자,박윤호,자녀,임하연,자녀
750722-8792311,김예빈,본인,박서윤,배우자,이지윤,자녀,,
721011-6416370,최준현,본인,장도윤,배우자,최준연,자녀,,
660212-6540921,김영윤,본인,김도호,배우자,,,,
800612-1416512,정서민,본인,조준수,배우자,조서연,자녀,장민영,자녀
520725-7705578,박지현,본인,박윤빈,배우자,임예윤,자녀,,
700320-8109170,강도윤,본인,최서윤,배우자,임지율,자녀,,
750625-1959162,임영현,본인,,,,,,
960109-5174954,정현빈,본인,,,,,,
680411-8573411,김하민,본인,윤지율,배우자,윤정율,자녀,임준빈,자녀
580808-8242045,김준현,본인,,,,,,
990212-3005525,한영현,본인,,,,,,
800517-4292332,윤민진,본인,김예연,배우자,,,,
760308-3482087,이영아,본인,김도연,배우자,,,,
941216-9466799,최현우,본인,정현우,배우자,오민우,자녀,,
610208-4962343,김태아,본인,장지우,배우자,,,,
860615-5189252,윤지현,본인,박도수,배우자,,,,
601201-0926683,박현현,본인,,,,,,
581102-8629715,송민영,본인,오민윤,배우자,장도윤,자녀,김준윤,자녀
650326-1123272,윤지현,본인,박서윤,배우자,,,,
731022-3777011,한서진,본인,김준율,배우자,정지우,자녀,장준진,자녀
780916-4953890,최민현,본인,윤예수,배우자,,,,
520126-5695397,송서현,본인,최예윤,배우자,,,,
720110-7480971,박영진,본인,,,,,,
951025-1253967,이태아,본인,,,,,,
841018-8619548,윤도민,본인,장예빈,배우자,조예윤,자녀,조예우,자녀
660426-4988987,정준우,본인,정예혁,배우자,정지연,자녀,장도진,자녀
630212-7884854,한하민,본인,이지우,배우자,임민진,자녀,김도윤,자녀
600321-2925997,한민윤,본인,,,,,,
500125-2562954,윤도진,본인,임서혁,배우자,,,,
760321-6472183,최현아,본인,,,,,,
940724-4016556,이영수,본인,김서율,배우자,김예빈,자녀,,
520407-7971186,최지민,본인,정준혁,배우자,오예영,자녀,장도연,자녀
740309-4998669,이현민,본인,정윤연,배우자,,,,
610525-7945982,윤현영,본인,윤서연,배우자,오민영,자녀,이하윤,자녀
880401-5657289,송현우,본인,윤현윤,배우자,장서호,자녀,,
661107-7912634,정하민,본인,조하호,배우자,김예연,자녀,,
970612-4092075,송태민,본인,임준진,배우자,박현우,자녀,김민빈,자녀
971126-4735435,정태아,본인,이현혁,배우자,박정진,자녀,,
721206-1689776,정도영,본인,임민윤,배우자,,,,
790306-1681646,한민우,본인,정정우,배우자,이민연,자녀,,
560715-3021992,박지윤,본인,,,,,,
740205-0804666,김영빈,본인,,,,,,
780922-2017281,강준우,본인,윤서진,배우자,최예윤,자녀,,
580814-6011525,임서현,본인,정서진,배우자,,,,
720903-1095608,한서영,본인,조현우,배우자,,,,
720428-5550455,정영수,본인,,,,,,
760118-7700776,강도현,본인,김서윤,배우자,최정혁,자녀,,
501123-2116974,윤하윤,본인,장서혁,배우자,오지수,자녀,정예진,자녀
690908-1809107,송태우,본인,,,,,,
990719-9427931,한예연,본인,,,,,,
961124-6522306,임예윤,본인,오민호,배우자,정지연,자녀,조예혁,자녀
610414-3487147,이태아,본인,조예율,배우자,박현윤,자녀,임하율,자녀
551208-5619272,강지영,본인,,,,,,
781117-7097421,정영현,본인,정도율,배우자,,,,
521116-0077781,송영우,본인,임정율,배우자,김준연,자녀,,
701109-3595592,강지현,본인,,,,,,
961023-1836362,박준우,본인,윤도우,배우자,김하율,자녀,,
980808-5493576,김현빈,본인,,,,,,
520104-9520799,임하진,본인,박예윤,배우자,,,,
980512-8647969,정영연,본인,,,,,,
590110-0591407,임현연,본인,조도빈,배우자,장지수,자녀,정윤호,자녀
520101-0442599,김민민,본인,이민진,배우자,조서호,자녀,,
581209-7159248,최현윤,본인,오하빈,배우자,,,,
511117-3043088,윤지연,본인,조하율,배우자,최도윤,자녀,,
500927-3759486,강서빈,본인,조준호,배우자,박도혁,자녀,,
900820-8040954,임준윤,본인,오준윤,배우자,이하진,자녀,,
601128-2624734,송현민,본인,정도수,배우자,조서우,자녀,,
881223-1747962,최영연,본인,최준우,배우자,최하빈,자녀,이정수,자녀
780424-6320431,이민윤,본인,조윤윤,배우자,,,,
660627-7134286,송도현,본인,최정혁,배우자,,,,
760128-7359700,한현수,본인,임서수,배우자,김정연,자녀,이현율,자녀
830809-0114217,정태진,본인,김준윤,배우자,박서진,자녀,조준우,자녀
840923-9448696,임태아,본인,박정율,배우자,김서혁,자녀,,
680908-8342977,송태현,본인,임윤연,배우자,,,,
990922-8722092,이하윤,본인,정서수,배우자,,,,
661011-3312650,박서우,본인,박현수,배우자,박예수,자녀,,
800409-3065309,이도수,본인,,,,,,
520421-0893538,송민연,본인,박서연,배우자,,,,
851209-8697435,박하우,본인,,,,,,
810420-3529390,김예윤,본인,오도호,배우자,,,,
930105-5495443,정민아,본인,,,,,,
581019-0158017,박현아,본인,,,,,,
961006-9324576,강하수,본인,,,,,,
510220-0834043,최서진,본인,정민영,배우자,박준혁,자녀,장도진,자녀
851027-2006099,윤도우,본인,,,,,,
610815-6781686,정도우,본인,박준윤,배우자,,,,
830103-9631152,윤준연,본인,오서수,배우자,임예우,자녀,김현빈,자녀
570303-4880841,한예수,본인,정준빈,배우자,박하율,자녀,,
581015-7454416,정준수,본인,,,,,,
820620-7886787,최서현,본인,임현수,배우자,,,,
531021-5850504,송태아,본인,정윤진,배우자,,,,
690704-5937330,강현윤,본인,이하호,배우자,임민연,자녀,오민혁,자녀
780913-0761032,한준윤,본인,,,,,,
630219-6966788,임하연,본인,정도윤,배우자,장현수,자녀,최정빈,자녀
890610-2671985,윤도연,본인,,,,,,
810511-3453213,박하현,본인,김하호,배우자,윤서우,자녀,이예율,자녀
901003-8460616,김민수,본인,,,,,,
680627-0185858,임민윤,본인,조예혁,배우자,임정윤,자녀,임서호,자녀
741127-3146182,송예연,본인,정예수,배우자,정하연,자녀,,
820613-1856254,박예빈,본인,조지진,배우자,,,,
991215-3392153,윤태우,본인,,,,,,
960706-6934203,임도민,본인,정지수,배우자,정정윤,자녀,,
900201-7715947,임도연,본인,,,,,,
890512-2273074,박민수,본인,박도연,배우자,,,,
910501-3433475,윤지수,본인,,,,,,
850724-9566392,송예아,본인,조준호,배우자,김현혁,자녀,오서진,자녀
850513-4813239,윤도우,본인,김서빈,배우자,박하호,자녀,,
510225-4204188,임예수,본인,이윤빈,배우자,최민호,자녀,,
810525-6880266,정하민,본인,정도율,배우자,조지윤,자녀,최민빈,자녀
990921-8111745,이영아,본인,윤준영,배우자,임지윤,자녀,,
651120-7858478,이예진,본인,윤현율,배우자,,,,
750807-8541205,김영진,본인,이정진,배우자,최준우,자녀,정예영,자녀
650927-4707153,강태진,본인,,,,,,
631114-5740232,윤지연,본인,정지빈,배우자,최정윤,자녀,장예진,자녀
530506-7191456,박서수,본인,,,,,,
870604-6930804,정태아,본인,조서율,배우자,박현영,자녀,,
810315-1708542,윤도수,본인,이지혁,배우자,,,,
630611-6049392,송현영,본인,오현수,배우자,,,,
690126-6580196,정하민,본인,조서호,배우자,임하진,자녀,,
531010-8156574,박영빈,본인,박도우,배우자,,,,
771223-5834767,최도윤,본인,윤현진,배우자,최서수,자녀,,
890222-7637351,송서현,본인,윤정윤,배우자,오하빈,자녀,정예수,자녀
880927-4202547,정영민,본인,김서수,배우자,정지빈,자녀,,
600323-1681148,김예영,본인,박도연,배우자,이서윤,자녀,오예우,자녀
950517-5151207,한지민,본인,장서영,배우자,,,,
871013-7023872,김영현,본인,오현윤,배우자,,,,
980412-4783904,김서연,본인,정민윤,배우자,,,,
931121-9462753,박하진,본인,최현연,배우자,오현수,자녀,,
590315-4629717,송예영,본인,,,,,,
630319-8840704,임지현,본인,조예혁,배우자,,,,
801206-5519356,박준우,본인,박지빈,배우자,,,,
740905-2082600,송하수,본인,,,,,,
520726-6411296,이준수,본인,이현혁,배우자,이현호,자녀,박윤연,자녀
740304-9179986,정예수,본인,윤예혁,배우자,,,,
630802-7169914,김예윤,본인,조윤진,배우자,이지영,자녀,임현호,자녀
850624-6089655,이도현,본인,윤민수,배우자,김민율,자녀,,
560708-2071164,박준연,본인,오예율,배우자,,,,
970520-2642492,한지현,본인,정정우,배우자,,,,
541024-5602297,김태영,본인,,,,,,
870717-9848663,김현현,본인,오서수,배우자,임윤윤,자녀,,
680526-1711116,송준민,본인,윤정영,배우자,,,,
560424-0576180,김서현,본인,,,,,,
680127-2702149,한태연,본인,,,,,,
550211-0954577,정도수,본인,오도율,배우자,장지율,자녀,,
900523-0334851,임현현,본인,조정호,배우자,윤준빈,자녀,,
620909-8631048,한서아,본인,최하윤,배우자,,,,
920314-0684167,정준민,본인,윤정영,배우자,박하율,자녀,,
560207-6816738,한도수,본인,장윤진,배우자,조도우,자녀,조준수,자녀
980628-3220488,한준수,본인,정지혁,배우자,최도호,자녀,,
780417-5456197,한서현,본인,최민혁,배우자,이윤진,자녀,,
730206-7638408,최지윤,본인,윤도영,배우자,,,,
930905-2312043,강영아,본인,정윤혁,배우자,,,,
550724-6703089,강태윤,본인,,,,,,
611122-3744564,김준빈,본인,임민호,배우자,,,,
950923-4806965,송민민,본인,오윤수,배우자,,,,
970224-3796538,박민영,본인,임정혁,배우자,장준율,자녀,임준진,자녀
650928-4482792,윤지우,본인,이하진,배우자,정정율,자녀,정정혁,자녀
581220-1376949,최태빈,본인,오정영,배우자,윤예우,자녀,,
650713-4192334,임지영,본인,,,,,,
600601-2392085,김예연,본인,장예혁,배우자,정정율,자녀,,
610624-5380901,한도연,본인,박서우,배우자,윤도빈,자녀,윤예호,자녀
800311-6968934,임태빈,본인,,,,,,
780428-5195408,정서연,본인,정현수,배우자,김도빈,자녀,이민우,자녀
560912-3705741,윤서윤,본인,최하호,배우자,오예율,자녀,,
550625-4299107,송하빈,본인,박준수,배우자,,,,
891227-2671478,이지아,본인,오윤우,배우자,오하호,자녀,박현윤,자녀
750824-4639201,한지현,본인,윤정혁,배우자,,,,
990227-0910771,한도아,본인,윤서우,배우자,정도연,자녀,,
650310-7490725,정지우,본인,정하진,배우자,김하혁,자녀,임윤빈,자녀
650505-4237869,정서윤,본인,최정호,배우자,정준호,자녀,박정수,자녀
630827-3558712,강지영,본인,,,,,,
831028-8830886,정민민,본인,,,,,,
981107-7055151,강도현,본인,윤서혁,배우자,장민연,자녀,,
851111-4281356,윤하현,본인,,,,,,
800212-6430047,박예현,본인,,,,,,
911107-4920163,임예아,본인,윤윤윤,배우자,,,,
860228-7349689,이태우,본인,김지율,배우자,조하연,자녀,,
530709-9483471,최도아,본인,정지영,배우자,이도연,자녀,,
641127-9859572,한영영,본인,이민호,배우자,이예진,자녀,,
541023-6868892,김지영,본인,조현호,배우자,오서윤,자녀,,
860520-7932944,한태진,본인,최윤윤,배우자,,,,
571208-9631513,이서현,본인,조민연,배우자,정도진,자녀,김윤수,자녀
700801-8805226,정도윤,본인,,,,,,
651214-3902091,임지윤,본인,,,,,,
690717-4559094,최준윤,본인,윤현율,배우자,최윤혁,자녀,,
860719-9021276,강하우,본인,장지혁,배우자,임예영,자녀,이현영,자녀
990921-8993337,임태민,본인,최현혁,배우자,김준호,자녀,,
930301-5375969,김도수,본인,이정영,배우자,최준진,자녀,이현윤,자녀
981216-8423559,이지진,본인,임현빈,배우자,조준연,자녀,,
870806-1919993,강예우,본인,오서율,배우자,윤정진,자녀,박준율,자녀
600727-6732996,박하연,본인,,,,,,
880608-3864653,임서윤,본인,박도우,배우자,,,,
661021-6331343,이준윤,본인,김정영,배우자,,,,
901010-0023995,김영영,본인,장민호,배우자,박정빈,자녀,,
750617-6727062,최준빈,본인,윤지빈,배우자,임정윤,자녀,,
700206-8842967,최민수,본인,임서연,배우자,최정빈,자녀,오도영,자녀
940719-5876800,정하연,본인,임도수,배우자,장윤우,자녀,이민우,자녀
880212-4442310,송영민,본인,장지빈,배우자,정지연,자녀,,
530804-9067953,이민현,본인,오현윤,배우자,정윤우,자녀,박정영,자녀
720813-0773721,김도우,본인,임현호,배우자,임현진,자녀,,
770909-1530790,송지우,본인,장윤영,배우자,이정진,자녀,오정율,자녀
660222-7060459,김현윤,본인,이준진,배우자,,,,
501123-6567144,임민빈,본인,,,,,,
801126-0986515,정영우,본인,박예율,배우자,최도진,자녀,조윤우,자녀
860418-5066678,김민빈,본인,,,,,,
991217-0906617,정현현,본인,장윤영,배우자,,,,
780724-5207576,윤민아,본인,윤지수,배우자,,,,
520912-9179458,송하영,본인,,,,,,
620417-2045249,송도영,본인,오하혁,배우자,정하호,자녀,,
900618-9400983,임태빈,본인,박윤진,배우자,,,,
660906-6786289,최태연,본인,장준율,배우자,최지연,자녀,장정영,자녀
921201-9234134,송영우,본인,최윤윤,배우자,김민빈,자녀,,
840421-5703270,정예영,본인,김도호,배우자,최현율,자녀,,
810916-5740681,정하현,본인,최하혁,배우자,장하윤,자녀,,
770617-3092926,김하연,본인,최현연,배우자,김도윤,자녀,오민수,자녀
500406-4513711,송태빈,본인,장현진,배우자,정정혁,자녀,박예윤,자녀
930206-3896214,임도수,본인,,,,,,
750725-7623787,정현연,본인,정현우,배우자,오민연,자녀,윤준연,자녀
980612-7305080,송도빈,본인,최서수,배우자,오하빈,자녀,조도영,자녀
841211-6503129,정민윤,본인,정지연,배우자,김서수,자녀,윤하연,자녀
900723-2422653,윤영우,본인,정서윤,배우자,김서우,자녀,이예혁,자녀
670528-4827290,강서윤,본인,장윤빈,배우자,,,,
740102-7993378,김민현,본인,이도연,배우자,정하진,자녀,,
960122-1824499,윤영수,본인,윤예진,배우자,이도혁,자녀,,
670111-5572682,윤예빈,본인,이하우,배우자,,,,
941113-7251160,윤도현,본인,장윤영,배우자,,,,
930105-8449977,송현수,본인,이서율,배우자,,,,
630614-7260638,김준우,본인,박도빈,배우자,임윤연,자녀,장준율,자녀
720504-5515717,윤도연,본인,최서빈,배우자,박민진,자녀,,
940227-3863997,김민연,본인,임지연,배우자,,,,
790209-1026593,송영윤,본인,장현율,배우자,조하빈,자녀,정도혁,자녀
670327-7468430,송하영,본인,조현혁,배우자,이윤진,자녀,임현연,자녀
870611-4105120,김하윤,본인,오서연,배우자,박준진,자녀,,
800314-4730048,박지민,본인,,,,,,
860816-3332691,송하영,본인,정도혁,배우자,김지우,자녀,,
920414-7287884,임민현,본인,,,,,,
530113-0648793,김준영,본인,김현율,배우자,박예호,자녀,,
530415-9518350,송지수,본인,,,,,,
960306-5315699,강하진,본인,,,,,,
510704-8690174,윤민우,본인,,,,,,
820819-0494925,정영현,본인,조지빈,배우자,,,,
951015-6234289,박준아,본인,박현율,배우자,,,,
730705-7789392,송민연,본인,김지윤,배우자,,,,
960526-5763759,송영윤,본인,정현우,배우자,,,,
621008-1084663,송서윤,본인,정예혁,배우자,,,,
620310-8371163,임예현,본인,임민연,배우자,,,,
770315-7606824,강민윤,본인,정민윤,배우자,이지영,자녀,오하연,자녀
